Percentage,Time_ns
100,37195989.000000
90,34349840.000000
80,31561621.000000
70,28194468.000000
60,23589795.000000
50,19345481.000000
40,15153222.000000
30,11501632.000000
20,8374105.000000
10,4477845.000000
