Percentage,Time_ns
100,35376880.000000
90,32553667.000000
80,29955729.000000
70,26824843.000000
60,22477958.000000
50,18402540.000000
40,14364555.000000
30,10901883.000000
20,7732099.000000
10,4229692.000000
