Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,7219,65,113,0,7284,123,4
90,6620,59,0,0,6679,0,0
80,6013,55,0,0,6068,0,0
70,5415,68,0,0,5483,0,0
60,4815,55,0,0,4870,0,0
50,4207,55,0,0,4262,0,0
40,3602,63,0,0,3665,0,0
30,3009,67,0,0,3076,0,0
20,2385,57,0,0,2442,0,0
10,1744,49,0,0,1793,0,0
