Percentage,Time_ns
100,40115630.000000
90,37583142.000000
80,35197432.000000
70,32512486.000000
60,29577157.000000
50,26550627.000000
40,22831270.000000
30,18386371.000000
20,13713372.000000
10,7607321.000000
