Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,146144,67,133659,63,146211,143098,7
90,134863,57,122168,49,134920,131623,131
80,123557,63,109509,52,123620,118942,1
70,112208,54,98333,42,112262,107747,2
60,100858,75,86715,68,100933,96142,0
50,89521,52,73750,41,89573,83169,0
40,78047,55,60740,46,78102,70162,0
30,66503,83,46096,74,66586,55529,0
20,54854,67,31177,62,54921,40604,0
10,42158,54,13516,46,42212,22930,0
