Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,12760,49,44,5,12809,109,0
90,12054,60,22,5,12114,84,0
80,11349,55,0,0,11404,2,0
70,10619,49,0,0,10668,4,0
60,9923,56,0,0,9979,1,0
50,9180,50,10,2,9230,20,0
40,8473,52,3,0,8525,4,0
30,7700,61,0,0,7761,0,0
20,6859,53,0,0,6912,0,0
10,5668,45,0,0,5713,0,0
