Percentage,Time_ns
100,21431237.000000
90,19603118.000000
80,18101295.000000
70,16178612.000000
60,13035535.000000
50,10472340.000000
40,8876883.000000
30,7222767.000000
20,5684562.000000
10,3656169.000000
