Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,9556,72,491,21,9628,515,0
90,8611,52,69,12,8663,77,0
80,7663,69,14,7,7732,20,0
70,6722,58,10,0,6780,10,0
60,5783,67,1,0,5850,1,0
50,4846,50,0,0,4896,0,0
40,3900,58,0,0,3958,0,0
30,2937,68,0,0,3005,0,0
20,1999,63,0,0,2062,0,0
10,1053,59,0,0,1112,1,0
