Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,109900,62,69301,56,109962,73913,0
90,99459,58,62914,44,99517,67497,0
80,90308,59,55974,49,90367,60572,0
70,80573,59,49059,48,80632,53684,0
60,70185,58,42227,50,70243,46834,3
50,59154,85,34180,73,59239,38796,0
40,48450,65,25080,54,48515,29689,0
30,39022,62,15221,53,39084,19802,0
20,30623,93,5684,55,30716,9820,0
10,21344,62,883,29,21406,2686,0
