Percentage,Time_ns
100,7923892.000000
90,7421238.000000
80,6878530.000000
70,6142065.000000
60,5437061.000000
50,4614438.000000
40,3122980.000000
30,2326518.000000
20,1621158.000000
10,853457.000000
