Percentage,Time_ns
100,127966852.000000
90,115881202.000000
80,102966205.000000
70,91018507.000000
60,78389732.000000
50,65593338.000000
40,52448532.000000
30,40107568.000000
20,29232411.000000
10,29333894.000000
