Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,190233,60,184363,71,190293,186246,9117
90,171931,65,166297,58,171996,168119,931
80,153655,62,148059,55,153717,149925,117
70,135371,65,129801,57,135436,131674,190
60,117067,60,111422,47,117127,113294,63
50,98772,62,93181,55,98834,95056,188
40,80492,63,74654,58,80555,76549,0
30,62219,68,56341,63,62287,58235,0
20,43294,53,37260,46,43347,39128,0
10,22786,54,12752,43,22840,14568,1
