Percentage,Time_ns
100,33480805.000000
90,30891980.000000
80,28440529.000000
70,25495499.000000
60,21372504.000000
50,17523261.000000
40,13681754.000000
30,10316130.000000
20,7504278.000000
10,4020195.000000
