Percentage,Time_ns
100,28588116.000000
90,26398709.000000
80,24676509.000000
70,22663049.000000
60,20598410.000000
50,18387318.000000
40,16056820.000000
30,13458528.000000
20,10435246.000000
10,6385827.000000
