Percentage,Time_ns
100,18854878.000000
90,16918074.000000
80,13436235.000000
70,11534644.000000
60,9662156.000000
50,8038059.000000
40,6430373.000000
30,4958844.000000
20,4218607.000000
10,4225459.000000
