Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,152533,56,120984,51,152589,134272,164
90,142338,93,110803,92,142431,124126,351
80,132190,60,100063,47,132250,113363,475
70,121915,64,89427,56,121979,102727,288
60,111491,57,76965,46,111548,90255,172
50,101143,57,66985,49,101200,80307,114
40,90508,50,55004,41,90558,68304,23
30,79619,79,45401,71,79698,58729,2
20,67775,58,32213,48,67833,45542,0
10,53304,58,19815,58,53362,33099,0
