Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,21363,65,2961,55,21428,4725,0
90,19925,52,2002,32,19977,3414,0
80,18491,57,1305,45,18548,2403,0
70,17053,59,592,23,17112,1356,0
60,15618,43,976,25,15661,1508,0
50,14183,57,150,11,14240,441,0
40,12733,52,53,6,12785,269,0
30,11256,55,7,3,11311,44,0
20,9709,87,1,7,9796,22,0
10,7664,54,0,0,7718,0,0
