Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,85948,46,74736,48,85994,84387,0
90,79753,63,68061,54,79816,77728,0
80,73497,55,61345,47,73552,71006,1
70,67312,58,54950,52,67370,64608,0
60,61121,52,48313,48,61173,57984,0
50,54924,58,40874,54,54982,50538,0
40,48698,56,32935,49,48754,42598,1
30,42513,51,25584,48,42564,35200,0
20,36313,62,15981,57,36375,25581,0
10,29957,73,7421,64,30030,16355,0
