Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,12613,55,283,18,12668,489,0
90,11681,52,211,1,11733,343,0
80,10747,53,62,5,10800,91,0
70,9809,59,12,4,9868,22,0
60,8838,55,14,4,8893,21,0
50,7872,56,0,0,7928,2,0
40,6898,54,2,0,6952,2,0
30,5868,57,0,0,5925,0,0
20,4758,51,0,0,4809,0,0
10,3396,45,0,0,3441,0,0
