Percentage,Time_ns
100,129658913.000000
90,113676050.000000
80,101967218.000000
70,88111017.000000
60,75859427.000000
50,63535228.000000
40,50880049.000000
30,37186538.000000
20,24820680.000000
10,12812077.000000
