Percentage,Time_ns
100,130089128.000000
90,116524915.000000
80,103477676.000000
70,90971999.000000
60,78742119.000000
50,66521010.000000
40,54351192.000000
30,42012743.000000
20,29753911.000000
10,17116843.000000
