Percentage,Time_ns
100,34428515.000000
90,32154493.000000
80,29827118.000000
70,27454574.000000
60,24963339.000000
50,22406358.000000
40,19626952.000000
30,16582293.000000
20,13031234.000000
10,8350333.000000
