Percentage,Time_ns
100,36037632.000000
90,33170484.000000
80,30028671.000000
70,26900021.000000
60,22504187.000000
50,18417634.000000
40,14376098.000000
30,10732458.000000
20,7609865.000000
10,4087758.000000
