Percentage,Time_ns
100,13851083.000000
90,12914737.000000
80,11892972.000000
70,10803388.000000
60,9741027.000000
50,8566524.000000
40,7336040.000000
30,6001683.000000
20,4464686.000000
10,2518402.000000
