Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,8530,56,65,11,8586,76,0
90,7707,56,2,0,7763,2,0
80,6857,64,8,0,6921,7,0
70,6012,54,7,5,6066,11,0
60,5179,61,0,0,5240,0,0
50,4340,75,2,0,4415,2,0
40,3486,45,0,0,3531,0,0
30,2637,57,0,0,2694,0,0
20,1800,47,1,0,1847,1,0
10,949,49,0,0,998,0,0
