Percentage,Time_ns
100,111851607.000000
90,99231658.000000
80,89359300.000000
70,78353638.000000
60,67131507.000000
50,62289763.000000
40,43480658.000000
30,32615914.000000
20,27181456.000000
10,27040913.000000
