Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,25351,54,4264,37,25405,4940,0
90,24202,44,2819,37,24246,3322,0
80,21990,58,2300,50,22048,2764,0
70,19807,36,860,10,19843,1157,0
60,17805,41,542,22,17846,653,0
50,15820,42,316,5,15862,372,0
40,13964,59,75,2,14023,113,0
30,12113,50,32,5,12163,42,0
20,10080,44,0,1,10124,2,0
10,7306,46,0,0,7352,0,0
