Percentage,Time_ns
100,113600954.000000
90,101223656.000000
80,89578045.000000
70,78265692.000000
60,66762769.000000
50,56201277.000000
40,45023213.000000
30,33966304.000000
20,23490270.000000
10,12681755.000000
