Percentage,Time_ns
100,34422828.000000
90,31778763.000000
80,29152254.000000
70,26212012.000000
60,21929951.000000
50,18000114.000000
40,14069891.000000
30,10688791.000000
20,7982147.000000
10,4359414.000000
