Percentage,Time_ns
100,35063751.000000
90,30838712.000000
80,27243707.000000
70,24474372.000000
60,21639299.000000
50,18160387.000000
40,15513453.000000
30,13337867.000000
20,8597395.000000
10,3983195.000000
