Percentage,Time_ns
100,27216085.000000
90,25685633.000000
80,23760529.000000
70,21751709.000000
60,19680727.000000
50,17491866.000000
40,15322186.000000
30,12990252.000000
20,10051966.000000
10,6112185.000000
