Percentage,Time_ns
100,13082963.000000
90,11756280.000000
80,10457297.000000
70,9146904.000000
60,7818468.000000
50,6524405.000000
40,5236973.000000
30,3895060.000000
20,2495726.000000
10,1126118.000000
