Percentage,Time_ns
100,25565469.000000
90,23801037.000000
80,22073822.000000
70,20418985.000000
60,18573748.000000
50,16722786.000000
40,14679028.000000
30,12448560.000000
20,9757105.000000
10,6216784.000000
