Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,475443,81,458052,62,475524,463982,121713
90,430861,57,413511,47,430918,419513,44565
80,385219,82,368837,59,385301,374820,25894
70,339464,54,323873,36,339518,329846,16233
60,293601,56,279332,45,293657,285278,12291
50,247534,72,234483,65,247606,240417,5358
40,201228,86,189437,78,201314,195448,3727
30,154946,62,144608,54,155008,150573,159
20,108972,70,99051,66,109042,104976,10
10,63042,46,50698,39,63088,56642,0
