Percentage,Time_ns
100,157473286.000000
90,140526192.000000
80,124597699.000000
70,108707356.000000
60,93423000.000000
50,78826289.000000
40,63922373.000000
30,49346593.000000
20,34551663.000000
10,19519435.000000
