Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,6007,49,1211,5,6056,1222,0
90,5444,56,42,0,5500,45,0
80,4847,62,0,0,4909,0,0
70,4281,56,0,0,4337,0,0
60,3693,66,0,0,3759,0,0
50,3126,60,0,0,3186,0,0
40,2558,54,0,0,2612,2,0
30,1983,44,0,0,2027,0,0
20,1395,53,0,0,1448,0,0
10,824,46,0,0,870,0,0
