Percentage,Time_ns
100,34438808.000000
90,31941739.000000
80,28794396.000000
70,24172900.000000
60,22304557.000000
50,18179014.000000
40,14138155.000000
30,11273559.000000
20,9206860.000000
10,9183631.000000
