Percentage,Time_ns
100,27424033.000000
90,24749260.000000
80,22123875.000000
70,19697445.000000
60,16852231.000000
50,14293586.000000
40,11953403.000000
30,9603538.000000
20,7451589.000000
10,3647544.000000
