Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,615625,70,550216,65,615695,551616,9494
90,582088,54,510425,47,582142,511873,8349
80,547029,94,470859,83,547123,472295,749
70,509744,82,428077,77,509826,429489,2593
60,470031,62,377145,55,470093,378565,15
50,426335,73,329296,84,426408,330707,301
40,376661,88,269353,83,376749,270776,0
30,317493,56,208824,52,317549,210198,17
20,242515,82,141097,79,242597,142509,0
10,142484,74,77215,69,142558,78595,0
