Percentage,Time_ns
100,37298214.000000
90,34730944.000000
80,32227207.000000
70,29584715.000000
60,26937379.000000
50,24099322.000000
40,21143156.000000
30,17821680.000000
20,13965835.000000
10,8933385.000000
