Percentage,Time_ns
100,32720801.000000
90,30059958.000000
80,27666420.000000
70,25483197.000000
60,23500979.000000
50,20766061.000000
40,18511587.000000
30,15415522.000000
20,12268040.000000
10,7773935.000000
