Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,8512,66,23,9,8578,38,0
90,7767,52,180,9,7819,218,0
80,6927,63,62,12,6990,78,0
70,6157,56,1,0,6213,6,0
60,5400,56,3,0,5456,9,0
50,4667,58,1,0,4725,1,0
40,3932,51,0,0,3983,0,0
30,3205,50,0,0,3255,0,0
20,2465,59,0,0,2524,0,0
10,1651,50,0,0,1701,4,0
