Percentage,Time_ns
100,11628489.000000
90,10701375.000000
80,9009100.000000
70,7947089.000000
60,7627309.000000
50,6321812.000000
40,4881452.000000
30,3577094.000000
20,3030152.000000
10,3027964.000000
