Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,47753,68,737,34,47821,1118,0
90,44965,73,1103,62,45038,1589,0
80,41836,57,275,26,41893,717,0
70,38449,47,192,12,38496,517,0
60,34769,43,376,2,34812,569,0
50,30733,48,48,6,30781,128,0
40,26249,65,7,0,26314,21,0
30,21137,59,50,0,21196,124,0
20,15396,54,7,0,15450,18,0
10,8607,56,6,0,8663,6,0
