Percentage,Time_ns
100,15386605.000000
90,13748948.000000
80,12689100.000000
70,11222245.000000
60,9617984.000000
50,8694482.000000
40,6813144.000000
30,5363449.000000
20,4373357.000000
10,4483030.000000
