Percentage,Time_ns
100,6991748.000000
90,6240354.000000
80,5452730.000000
70,4704380.000000
60,4063271.000000
50,3321742.000000
40,2593811.000000
30,1989128.000000
20,1309076.000000
10,1273268.000000
