Percentage,Time_ns
100,11431373.000000
90,10124172.000000
80,8833076.000000
70,7523351.000000
60,6182793.000000
50,4867967.000000
40,3499065.000000
30,2193898.000000
20,1073985.000000
10,511084.000000
