Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,121598,59,102462,53,121657,102961,2
90,110000,58,92251,62,110058,92704,0
80,97797,69,81957,48,97866,82431,1
70,85628,52,71707,48,85680,72197,0
60,73662,52,60947,48,73714,61423,0
50,61638,55,49604,54,61693,50068,0
40,49578,57,35432,53,49635,35934,0
30,37609,85,19111,73,37694,19600,0
20,25525,56,4781,45,25581,5160,1
10,13319,57,57,2,13376,139,0
