Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,47667,57,44428,45,47724,45891,0
90,43272,64,39905,52,43336,41385,0
80,38859,58,34679,48,38917,36140,0
70,34460,56,29108,47,34516,30567,0
60,30047,53,22075,50,30100,23515,0
50,25629,61,15289,51,25690,16740,0
40,21226,49,9332,39,21275,10707,0
30,16803,59,3689,44,16862,4729,0
20,12377,54,579,10,12431,1108,0
10,7874,48,3,4,7922,20,0
