Percentage,Time_ns
100,8369847.000000
90,7780279.000000
80,6901647.000000
70,4989686.000000
60,4407623.000000
50,4015945.000000
40,3184993.000000
30,2612698.000000
20,2239526.000000
10,2230720.000000
