Percentage,Time_ns
100,36025578.000000
90,33644360.000000
80,31200072.000000
70,28636723.000000
60,26042314.000000
50,23383391.000000
40,20497977.000000
30,17260685.000000
20,13577102.000000
10,8570901.000000
