Percentage,Time_ns
100,28568842.000000
90,25235175.000000
80,23035461.000000
70,19701686.000000
60,17217547.000000
50,14776440.000000
40,12229761.000000
30,9143399.000000
20,7623260.000000
10,7650275.000000
