Percentage,L1_DCM,L1_ICM,L2_DCM,L2_ICM,L1_TCM,L2_TCM,L3_TCM
100,67689,52,64009,52,67741,65221,8
90,61382,58,57927,48,61440,59129,15
80,54931,53,51362,45,54984,52618,0
70,48476,66,44855,53,48542,46064,0
60,42001,88,38041,68,42089,39309,0
50,35580,59,30115,51,35639,31324,0
40,29195,52,21686,40,29247,22903,0
30,22719,61,12606,45,22780,13842,0
20,16279,55,5125,44,16334,6176,0
10,9848,47,189,12,9895,504,0
