Percentage,Time_ns
100,36734788.000000
90,33808239.000000
80,28508675.000000
70,27260933.000000
60,22440397.000000
50,19597162.000000
40,15507116.000000
30,12018484.000000
20,9820172.000000
10,9813124.000000
